Batch,MSID,Date,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
34,RMD8244120A7S,2024-11-04 15:45:12,1.53838179501442,1.72203087846523,1.79912741369775,1.60196419033634,1.8807737923615,1.76531345926125,1.68475299055609,1.82103302204389
35,RMD824412152S,2024-11-04 15:41:06,1.962344486983,1.94255493015454,1.92621381065169,1.75483430592303,1.90364576956655,1.92037452495594,1.93315966739461,1.51582223809955
36,RMD824401B9ES,2024-11-04 15:40:55,1.66100856250441,1.78516660087693,1.69053498387032,1.49215853965247,1.60075814544087,1.47344038602518,1.5987741199283,1.72802179494784
37,RMD824422326S,2024-11-04 15:36:15,1.73019792187449,1.85886460442997,1.8704516657174,1.85678983191339,1.68371999427726,1.5565763375077,1.63367126611855,1.76279383261346
38,RMD8244120CCS,2024-11-04 15:36:05,1.96695375184964,1.92943308509242,1.95026319479724,1.9091401129826,1.95820235328884,1.85566646271611,1.80446855675454,1.83956239193439
39,RMD824422385S,2024-11-04 15:31:46,1.67455466790917,1.57377611182008,1.52170905495922,1.63857488632228,1.53669656434548,1.52779928110785,1.74613356826755,1.81728365420241
40,RMD8243819B3S,2024-11-04 15:31:38,1.83727343811565,1.83771780405889,1.66569806828093,1.77633371199401,1.89510000120424,1.81985329862096,1.82796059455047,1.88661068817999
41,RMD824422386S,2024-11-04 15:23:50,1.9456574052392,1.91992229449101,1.76242273523801,1.68025459463086,1.76164835489264,1.72348320803415,1.8110844702693,1.76155569405587
42,RMD824401E53S,2024-11-04 15:19:16,1.80478018166605,1.889277380141,1.88474501516288,1.87686545580895,1.79479220864851,1.85107957134818,1.70006340985072,1.62067087861194
43,RMD824412095S,2024-11-04 15:19:09,1.46508314298574,1.63970659221732,1.62752701138451,1.74499877491454,2.00981621639835,1.81368398817535,1.906853067854,1.80866317837653
44,RMD824311248S,2024-11-04 15:16:29,1.83870265546218,1.9312900829431,1.87934120121064,1.76276499948194,1.72151747373378,1.64310858347474,1.59465325752885,1.31916630078731
45,RMD824401E55S,2024-11-04 15:16:19,1.79996132180496,1.82348714195064,1.94693211987805,1.93787501174383,1.90145774837785,1.76917016335113,1.77193604046822,1.5945026153363
46,RMD8244120C9S,2024-11-04 15:13:22,1.67020404131717,1.93050535189092,1.81513547512258,1.59800365931012,1.9001921478538,1.75914069925998,1.81422972824625,1.75949581694586
47,RMD82441211FS,2024-11-04 15:13:14,1.88922234996221,1.66493268249529,1.84074063807202,1.821511459317,1.94181359441773,1.77202390261203,1.69521667363605,1.74505693893404
48,RMD824401E57S,2024-11-04 15:10:15,1.87002815061449,1.74199935018325,1.61812424676175,1.71437828874263,1.61144933835415,1.80545522419149,1.80562701064579,1.68321448841784
49,RMD824412026S,2024-11-04 15:10:08,1.65782022520203,1.67220021230057,1.87217521661132,1.96692841024969,1.98853010580349,1.7381170541993,1.78301237305633,1.83074350594551
50,RMD824412025S,2024-11-04 15:07:01,1.79811038780014,1.83932262808906,1.83766168896509,1.83501666599074,1.79888230674813,1.83361462395075,1.81199172705928,1.75528244343323
51,RMD824412020S,2024-11-04 15:06:53,1.8184290238449,1.84856380632727,1.91681305838364,1.93116496341342,1.94302726655994,1.75466115133773,1.68920280358055,1.71371647510036
52,RMD824412027S,2024-11-04 15:03:22,1.9517939201685,1.97415436612349,1.87099801311819,1.73406544143668,1.90934332487366,1.72187989062663,1.8558517414974,1.63855108492376
53,RMD8244120EAS,2024-11-04 15:03:17,1.73137378079709,1.78970155306197,1.83653391451052,1.67616446690126,1.79772641245252,1.73156285197194,1.73042611604699,1.83075440473027
54,RMD824422256S,2024-11-04 14:59:54,1.91433589899638,1.88622079760295,1.7527540332786,1.66584727647368,1.72875079947742,1.66150844584303,1.88560537026631,1.73555382662047
55,RMD824422255S,2024-11-04 14:59:48,1.96543094422625,1.88284660660721,1.70986690647955,1.89953681528329,1.8586014125136,1.73792241635247,1.79443910731891,1.69752442808418
56,RMD824422325S,2024-11-04 14:56:48,1.63013099692068,1.95534004794146,1.86922771381162,1.85941677305491,1.85407711553749,1.72680709619186,1.73342007290255,1.77059231310673
57,RMD8244120E8S,2024-11-04 14:56:03,1.80398995471589,1.84136081464774,1.94396362322025,1.76002590124195,1.81127463369261,1.7396543998379,1.84083740895348,1.63091179589645
58,RMD8244120EBS,2024-11-04 14:54:09,2.00112694810384,1.99566029199794,1.9487180041444,1.85231452549152,1.93089813466071,1.85868706024233,1.89375449834019,1.85303332643188
59,RMD824412151S,2024-11-04 14:39:27,1.8588241490031,1.64925572764647,1.81408949422768,1.71978739122812,1.90883657724421,1.66873724889172,1.82196689935863,1.81944614325075
60,RMD824412024S,2024-11-04 14:23:59,1.77306142943645,1.9529538995011,1.84361875444173,1.75190665721143,1.949601269053,1.78923168482339,1.83371815126437,1.86158016588279
61,RMD8244120F9S,2024-11-04 12:45:25,1.67171856319777,1.51247493891264,1.58998846565202,1.76230068976369,1.88337826414706,1.90090369160446,1.90378002103357,1.37826912524198
62,RMD8244120F8S,2024-11-04 12:41:43,1.9578852348628,1.98747366433436,1.91176208826066,1.62707385191902,1.89066607068537,1.7787197479863,1.8192342416052,1.28195843819126
63,RMD824401B9AS,2024-11-04 12:38:39,1.92677178722605,1.95722918805144,1.88728663795219,1.8603439428139,1.86357102258209,1.89493171186602,1.8928605300208,1.30516891529112
64,RMD824401B9AS,2024-11-04 12:34:36,1.92150840677288,1.96037828738454,1.88013522218591,1.8638363140389,1.86061893069594,1.89300790013724,1.89715980091021,1.29127338610913
65,RMD824401E57S,2024-11-04 12:32:06,1.8784718693111,1.73799618083422,1.55422413076709,1.70681531176916,1.75754511176592,1.80155348147006,1.7326075257603,1.43387867690166
66,RMD824412026S,2024-11-04 12:29:32,1.83708245017045,1.72341827737796,1.87177560904003,1.85009081699092,1.89088226918759,1.91609960460657,1.7213379284387,1.41534682997254
67,RMD824412025S,2024-11-04 12:26:45,1.74481383607693,1.75844399715982,1.76115156205489,1.79078029180347,1.70224398743973,1.82018409358472,1.81802992019284,1.3079244183974
68,RMD824412027S,2024-11-04 12:21:13,1.96164443657327,1.99158043235299,1.8516246150492,1.76944879531176,1.89978266615085,1.72937216717642,1.85681157279175,1.6910193703172
69,RMD824412020S,2024-11-04 12:18:36,1.81451362061288,1.85999113127298,1.87964159637455,1.83753468262518,1.78089766789301,1.86423477114025,1.81136343939006,1.72147105340937
70,RMD82431124AS,2024-11-04 12:15:06,1.8921786731442,1.90408688033001,1.77639199748184,1.61529996461211,1.8459197575699,1.71824241398503,1.62459814759299,1.53835103548521
71,RMD824412024S,2024-11-04 12:12:32,1.84132218934278,1.95726897765002,1.74637760091423,1.75648887546003,1.91516882955131,1.79310931698289,1.89192125558643,1.82119345189861
72,RMD824412151S,2024-11-04 12:09:59,1.96934641144795,1.8730871545755,1.83956060265727,1.83607174546273,1.75317401752376,1.75600381194718,1.86951486433534,1.71419690526768
73,RMD8244120F9S,2024-11-04 12:07:37,1.79169900825874,1.6715077891541,1.77119227881641,1.8596144884583,1.86384333906407,1.89731813437735,1.88321539136813,1.83857148764624
74,RMD8244120F8S,2024-11-04 12:05:01,1.9779872974697,1.96606030641058,1.92316605757985,1.6209533345838,1.85922269474038,1.73268036426842,1.79382900418585,1.85068714571656
75,RMD8243819B3S,2024-11-04 12:02:30,1.92843651191489,1.88524733504629,1.84020859409327,1.84610172933254,1.80883237176186,1.8761193136079,1.85538440625726,1.90590661847706
76,RMD824422386S,2024-11-04 11:40:00,1.92694351243202,1.91773326937598,1.81806916414029,1.67135461822408,1.82433982204454,1.74587504799789,1.76052700153672,1.75415991865681
77,RMD824422385S,2024-11-04 11:31:22,1.6741756367843,1.65603139102657,1.47556311474123,1.71305812299751,1.33464848096541,1.5576578886987,1.82036585162604,1.76343556884442
78,RMD824401E53S,2024-11-04 11:27:54,1.829126714745,1.95938230095252,1.91524818584943,1.8937739387498,1.8230102505695,1.8299088608599,1.65579184742715,1.68455019171053
79,RMD824412095S,2024-11-04 11:23:37,1.95789563825873,1.88624977344082,1.84226001744481,1.64702396779113,1.92493350368806,1.77536551315061,1.91935535938957,1.72042416890181
80,RMD824311248S,2024-11-04 11:23:28,1.83830875914857,1.95196930243342,1.96400445442894,1.95941945057412,1.76782619013532,1.62474792807354,1.62388312884658,1.3059675668762
81,RMD824401E55S,2024-11-04 11:17:04,1.88119674751335,1.85456220466055,1.86296673699867,1.79749878863199,1.75902134734409,1.79437335676703,1.83755947616843,1.52201247489016
82,RMD8244120C9S,2024-11-04 11:12:25,1.84708989697033,1.95238851733005,1.92513772897515,1.93731336589914,1.896687760207,1.73037043788149,1.7585148828829,1.65497489628698
83,RMD8244120C8S,2024-11-04 11:10:35,1.99825398380707,2.01579504868237,1.74218604734506,1.75179533128024,1.89144771630835,1.91015021487206,1.79789924728967,1.74954617750402
84,RMD82441211FS,2024-11-04 11:09:43,1.85388913351345,1.66833792400303,1.80472008124273,1.80071935569095,1.87610984202108,1.83812409467481,1.82597766331577,1.72247982229503
85,RMD8244120A7S,2024-11-04 11:07:56,1.72930701987711,1.79070129698504,1.80603947550053,1.74483942991496,1.82351834989234,1.83908626784859,1.68129000694615,1.80207254639648
86,RMD824412115S,2024-11-04 11:07:01,1.60766098363433,1.26910517693607,1.37183719205948,1.40178723855241,1.50938255135538,1.53462656335667,1.70252805541193,1.71047692940129
87,RMD8244120CAS,2024-11-04 11:05:33,1.78724927979956,1.90637988259487,1.84854829977865,1.71645330349579,1.80907543344127,1.62862428404215,1.6956829241823,1.62119723568259
88,RMD82441207CS,2024-11-04 11:02:19,1.87208306037831,1.76370477319081,1.73646101282478,1.69833220374244,1.65796381323393,1.6527575348082,1.69371601701261,1.77883576602092
89,RMD8244120AAS,2024-11-04 11:01:28,1.78346341658108,1.75471971280622,1.81814537095618,2.00804452753345,1.8741452145515,1.63011558631788,1.74127058744213,1.5859842373718
90,RMD82431124CS,2024-11-04 10:56:58,1.93617399788922,2.0272514958222,1.84492748635934,1.84366866992825,1.6171506681731,1.66904354517974,1.73499674939933,1.6919186345777
91,RMD824401B9ES,2024-11-04 10:54:30,1.61785554615904,1.80893530181191,1.59553653244471,1.58426184527575,1.43008308279627,1.44125585090214,1.69500951299512,1.68484703540127
92,RMD824412152S,2024-11-04 10:53:41,1.90233509507495,1.74518182259846,1.94891608545212,1.75919933507691,1.95765107053904,1.92558059860987,1.94251018000086,1.54726825819308
93,RMD824422326S,2024-11-04 10:47:53,1.7220589115574,1.85199046929611,1.82958206927852,1.82713597593996,1.64246646813559,1.61194693920564,1.76101892673588,1.5877439163755
94,RMD8244120CCS,2024-11-04 10:47:36,1.87822320159145,1.75226661749757,1.7735368534125,1.94782877429977,1.97362205832393,1.91644636357292,1.83651015180025,1.76105270317394
95,RMD824412115S,2024-10-30 20:50:33,1.68680457761886,1.38210440712413,1.35598849529808,1.39042563080698,1.47302415507531,1.66749588528662,1.82115976098652,1.74055773404712
96,RMD8244120F2S,2024-10-30 16:26:37,1.82783407082986,1.90894228879504,1.69610455015253,1.54194761473134,1.78873605802538,1.49383238390489,1.7970317252729,1.75890541178536
97,RMD82441213CS,2024-10-30 16:26:28,1.78436555589778,1.52508497818497,1.75669494854991,1.80056864722545,1.7752819888028,1.71977716566158,1.78825481452664,1.63326955356886
98,RMD8244120F2S,2024-10-30 16:24:05,1.87187355281447,1.84434966098189,1.66091959269445,1.52106115514049,1.80293541023726,1.50951566398296,1.78608097776806,1.78019493546671
99,RMD82441213CS,2024-10-30 16:23:50,1.61813343843889,1.61961278586483,1.94027782493656,1.94340937640871,1.7341930779185,1.70096768374348,1.75623097111125,1.61303217514212
100,RMD8244120FAS,2024-10-30 16:21:00,1.903476209724,1.78920866133403,1.85394086614408,1.84127995371916,1.68977146734301,1.74808300868932,1.92317209433986,1.82709574110892
101,RMD82442223CS,2024-10-30 16:20:48,1.53553382790367,1.64189932661961,1.61670791152068,1.92379398775122,1.88542631446724,1.78244751264136,1.81652444512932,1.65201578459168
102,RMD8244120FAS,2024-10-30 16:18:23,1.90717498605093,1.81150053925593,1.8758456671432,1.8449028829382,1.68902389591472,1.76077638062549,1.92667779963374,1.81987188651379
103,RMD82442223CS,2024-10-30 16:18:15,1.65913966507356,1.54280310368127,1.70357988167417,1.81289012756853,1.87867899553173,1.78636825538958,1.81333309888259,1.65975418071843
104,RMD824412128S,2024-10-30 16:13:49,1.88414418415255,1.86391603269513,1.94561029761862,1.75589959603832,1.80052394845102,1.86706199825392,1.91865466514881,1.9103459241778
105,RMD824422334S,2024-10-30 16:13:38,1.95040471345387,1.97281435085427,1.98872585118583,1.96262689842715,1.88768197789941,1.82252187311857,1.77491337371098,1.60513343459166
106,RMD824412128S,2024-10-30 16:11:03,1.88576556971118,1.8623096699424,1.94577210879355,1.75609223968065,1.79865640500572,1.86867952103238,1.908563535286,1.91124576846615
107,RMD824422334S,2024-10-30 16:10:58,1.84951761253519,1.96749230102347,1.99211206013799,1.97696056996166,1.89292717691532,1.8360470616703,1.79721455647369,1.61570978291595
108,RMD82441213AS,2024-10-30 14:19:30,1.79899573938835,1.9294690397015,1.77584627135021,1.82373571100383,1.71845561108266,1.50358945235703,1.76202896093947,1.47124655719055
109,RMD824422288S,2024-10-30 14:19:23,1.69675505628587,1.57152773442406,1.93883386440555,1.77624302681766,1.97923903449588,1.56229448125935,1.89040184170198,1.84731346868476
110,RMD82441213AS,2024-10-30 14:17:02,1.790745433224,1.92303582936509,1.75724129883611,1.80132188025092,1.71032644034266,1.4744531271185,1.72242506048754,1.4274428080187
111,RMD824422288S,2024-10-30 14:16:27,1.7248405913101,1.66804979569522,1.77625827226726,1.91080371168944,1.98190605173409,1.59157267122684,1.91142569765204,1.84775423863635
112,RMD82442228AS,2024-10-30 14:12:16,1.82745739851876,1.60611534898233,1.85991899036397,1.85381785664415,1.69727719595486,1.82569721770948,1.76748239054716,1.70300891780479
113,RMD8244120FFS,2024-10-30 14:12:08,1.90624741913418,1.99156896846816,1.97554523540348,1.88277191468121,1.88664283319923,1.80662053788397,1.7821596267638,1.67076400255776
114,RMD82442228AS,2024-10-30 14:09:47,1.83124242811138,1.60344028695656,1.85992799016753,1.85295466960783,1.6999985978032,1.82603172125432,1.7536193897042,1.6883806103202
115,RMD8244120FFS,2024-10-30 14:09:24,1.90143145271589,1.99146732541633,1.97258283400714,1.87365772231577,1.8938814969019,1.80528434253931,1.76950847043543,1.65140807031505
116,RMD8244120CES,2024-10-30 13:39:02,1.91471754881014,1.89143271670985,1.86127390729983,1.89225716116895,1.65718578446394,1.76009027610985,1.83261525705269,1.79809468882215
117,RMD82442228BS,2024-10-30 13:38:55,1.81816079211089,1.79833288992666,1.9804536949529,2.03479536088692,1.92681728909474,1.77163024231524,1.86373047998116,1.71162637478486
118,RMD8244120CES,2024-10-30 13:36:21,1.89725317874593,1.88996522663595,1.87131906354803,1.89299403322616,1.66448907264876,1.76190077676935,1.83005315223188,1.79986688008429
119,RMD82442228BS,2024-10-30 13:35:37,1.88479159942553,1.86013842246069,1.99690720192337,2.04188551525159,1.94687522190584,1.78478541222093,1.88864562299143,1.68863611665484
120,RMD82442228CS,2024-10-30 13:27:11,1.76552344608708,1.95971739776587,1.89027312736748,1.94559078675069,1.88340419693368,1.84771440367209,1.87076421762949,1.86235088642152
121,RMD824412121S,2024-10-30 13:27:06,1.6073991384097,1.71294948404934,1.83712229995872,1.90385280720616,1.77673508654943,1.75070515209826,1.8991131011639,1.66603405837297
122,RMD82442228CS,2024-10-30 13:21:51,1.80653886555344,1.95812787175579,1.9289521191981,1.96071142379796,1.87538542164542,1.82177882359467,1.8345063393737,1.850219410622
123,RMD824412121S,2024-10-30 13:21:13,1.76069873888102,1.94843110086522,2.01404606933726,2.03093877626344,1.78187179622012,1.73354477626331,1.91830261721193,1.65151881256337
124,RMD824412127S,2024-10-30 13:18:05,1.75898093027262,1.87812155001132,1.91483411853965,1.84219907890635,1.6895070894292,1.61753120191957,1.86526346745883,1.79804044510712
125,RMD8244120F4S,2024-10-30 13:17:57,1.97978364428011,1.90651776356942,1.95689736563267,1.94490715918952,1.92792540053138,1.8139873008608,1.69930087415557,1.5507136555837
126,RMD824412127S,2024-10-30 13:15:33,1.7645981156519,1.88975501686022,1.91700123587857,1.83478562244812,1.69377376110327,1.63163881634997,1.88118442371175,1.79635335953383
127,RMD8244120F4S,2024-10-30 13:14:48,1.97813554555528,1.87975536104293,1.95954212944535,1.94550519382095,1.94046858839105,1.80613988868991,1.68054007341938,1.58810740987901
128,RMD8244120F1S,2024-10-30 13:08:29,2.04565722937875,2.02161648638388,1.85722045096958,1.67482489183778,1.79660160265382,1.86217490319979,1.9505710288041,1.79145734765283
129,RMD824412122S,2024-10-30 13:08:21,1.84081849327576,1.90128729153523,2.05228074688793,2.06928801698884,1.85695261581062,1.78419028945613,1.90876694526699,1.80027913027615
130,RMD8244120F1S,2024-10-30 13:05:57,2.01645412598727,2.00201547392166,1.84100400436527,1.68507917578552,1.79978552959333,1.86527478261232,1.94331154391041,1.78686222393964
131,RMD824412122S,2024-10-30 13:05:51,1.83895458406847,1.89799985831529,2.05262469894943,2.07296935453909,1.86053750487645,1.78660739909114,1.91010993561308,1.79751863579142
132,RMD82442235AS,2024-10-30 13:01:06,1.76999123716012,1.82662526827556,1.87134185352369,1.75313598073274,1.65001397196843,1.55556669295754,1.69922627890954,1.80050723879513
133,RMD824422336S,2024-10-30 13:00:58,1.92760690377768,1.94576562293102,1.91935717791877,1.95584695207774,1.81329206405043,1.87622210009199,1.85852920717129,1.55643162009912
134,RMD82442235AS,2024-10-30 12:58:37,1.76182621491469,1.82297896414664,1.87392553849987,1.75403926893637,1.6388230644809,1.56918381213351,1.69795548760043,1.80014959988407
135,RMD824422336S,2024-10-30 12:58:28,1.90672267363554,1.93689443157399,1.90092081260836,1.9655888090441,1.80746852222237,1.86327196525993,1.87676433392838,1.52327822270689
136,RMD824422336S,2024-10-30 12:55:29,1.93350165359302,1.97683256127098,1.95749597678405,1.95734803024924,1.81322319002431,1.8904573351526,1.84988920883141,1.54451551011507
137,RMD82441211DS,2024-10-30 12:05:38,1.94174541100759,1.96598389098749,1.88597251085152,1.78659789133313,1.92982728149384,1.84305233776055,1.88764098972305,1.7445192753589
138,RMD824422358S,2024-10-30 12:00:48,1.81353787406033,1.90798151086747,1.93474479459596,1.92115762352529,1.73467121027831,1.5572144073341,1.86191187145781,1.63369729570882
139,RMD824422239S,2024-10-30 12:00:39,1.59927061329421,1.89680938316791,1.99133591432434,1.93854636969243,1.69231135988937,1.80973638033048,1.67622391126018,1.63436032362597
140,RMD8244120F0S,2024-10-30 11:56:33,1.97009293195322,1.95858485561349,1.90406615722527,1.95768985951867,1.88622087614815,1.85474750758379,1.96918324618731,1.85021895591604
141,RMD82442233ES,2024-10-30 11:56:26,1.58821294963303,1.66454276342918,1.81726466292116,1.92790900031422,1.89491388275249,1.72302900454191,1.70154616900568,1.57761880696961
142,RMD824412129S,2024-10-30 11:52:06,1.95423971256151,1.95450663656898,1.87430695789799,1.74593419664019,1.56168157447813,1.40633758964255,1.45519467319401,1.48811574783661
143,RMD824422338S,2024-10-30 11:51:59,1.55278714889773,1.71351076453657,1.62746936954859,1.55426772737411,1.8455799584904,1.63762628120087,1.66751762325343,1.52495660265068
144,RMD82442233AS,2024-10-30 11:38:14,1.83811024860035,1.81197990624962,1.86125300966125,1.87354070678198,1.79772491184306,1.66753517068185,1.84044416405821,1.7464079907964
145,RMD82442233FS,2024-10-30 11:38:08,1.96405158909507,2.00292711719759,1.99100206013449,1.97289237700857,1.8731986701673,1.80090796380301,1.70373800824632,1.54883857130085
146,RMD82442233AS,2024-10-30 11:35:01,1.83708254450703,1.80874884884005,1.86333877357876,1.86689697923197,1.80006979337634,1.66547063364597,1.83501989781134,1.73788024744556
147,RMD82442233FS,2024-10-30 11:34:55,1.96954557973204,2.00993150883975,1.99651135075796,1.97845224404714,1.87525035262227,1.80714013196645,1.7035108948514,1.54835796453757
148,RMD824422339S,2024-10-30 11:30:36,1.49759105012899,1.98274556791266,1.83919726482995,1.76428274346885,1.76358421378616,1.75746466067932,1.81471840441623,1.75671645571981
149,RMD824422359S,2024-10-30 11:30:30,1.92365883911643,1.94402397279434,1.88757983502861,1.93497029747506,1.63218896700722,1.58086414513782,1.38331408824147,1.43447655514197
150,RMD8244120A6S,2024-10-30 11:24:56,2.06682777658457,2.04205729168294,2.03093589294907,1.90950335261439,1.94919851331256,1.91086782183162,1.92822251169392,1.80380735859476
151,RMD8244120A6S,2024-10-30 11:18:32,2.06477138248002,2.03708932685402,2.03751913941667,1.91275866336037,1.9535753665581,1.91087644428525,1.93038085706449,1.80069333525244
152,RMD8244120A5S,2024-10-30 11:13:57,1.95499282025373,1.69902377165291,1.93613970027942,1.82660013396772,1.95185301521497,1.92243063819507,1.97335571394022,1.85971502500724
153,RMD82441212AS,2024-10-30 11:13:53,1.6262344597206,1.90378057728183,2.00328307540331,2.04150768310612,1.9789592668064,1.82350270871845,1.83890460383992,1.75857324072371
154,RMD82441211ES,2024-10-30 11:09:34,1.97487928505313,1.87558632182034,1.83349263090407,1.67551607935629,1.86622388718899,1.7357317114477,1.78247079086021,1.70024746236384
155,RMD82442235BS,2024-10-30 11:09:21,1.67531735221775,1.72238345149201,1.88146299322182,1.88064046434554,1.84083622818084,1.6929687218843,1.69096921822372,1.69835462979091
156,RMD82441211ES,2024-10-30 11:06:03,1.97214396548858,1.88404820520216,1.84142857359913,1.63256213677176,1.86804192079204,1.74441088492828,1.78427182624337,1.67394762796828
157,RMD82442235BS,2024-10-30 11:05:39,1.6759784494218,1.73369407712815,1.89235841559582,1.88506435043973,1.8440681682131,1.69908299036589,1.7021550933352,1.69926761382584
